what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447189300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447189718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447189944
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447190264
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447190555
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447190983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447191259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447191611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447191777
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447192078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447192275
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447192559
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1460447192698
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460447197518
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1460447215681
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460447222311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460447254945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460448094902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460448100427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460448169730
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460448284792
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1460448298045
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1460448302510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460448341584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460448343801
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1460448346216
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1460448347521
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460448357816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460448407728
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460448430049
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1460448432819
