what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460361975242
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460361988330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362007209
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1460362009242
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460362020369
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362022279
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362047073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1460362064860
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1460362066525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1460362081011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460362083899
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1460362089978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1460362090124
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1460362090252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1460362090401
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1460362091123
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1460362091475
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1460362098096
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460362099677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362101499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362110157
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1460362117590
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362118763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362151030
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362152173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362153010
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362154472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362155473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362190225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362324459
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362330238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362335005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362365981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362367699
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362369300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362391038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362391814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1460362393484
